Artist,Title,Air Time_x,Play,Year,Letter,First Word,Duration,Air Time_y
Melanie,Lay Down (Candles In The Rain),2017-12-05 11:34:00,0,1970,L,Lay,4,2016-12-07 23:19:00
Eric Clapton,Lay Down Sally,2017-12-05 11:38:00,0,1977,L,Lay,5,2016-12-07 23:24:00
Derek & The Dominos,Layla,2017-12-05 11:43:00,0,1970,L,Layla,7,2016-12-07 23:38:00
Kingfish,Lazy Lightnin',2017-12-05 11:59:00,0,1976,L,Lazy,3,2016-12-08 00:00:00
Bill Withers,Lean On Me,2017-12-05 12:09:00,0,1972,L,Lean,6,2016-12-08 00:03:00
Jeff Beck,Led Boots,2017-12-05 12:35:00,0,1976,L,Led,4,2016-12-08 00:40:00
Peter Tosh,Legalize It,2017-12-05 12:42:00,0,1976,L,Legalize,4,2016-12-08 00:55:00
Wings,Let Em In,2017-12-05 12:49:00,0,1976,L,Let,6,2016-12-08 01:20:00
The Beatles,Let It Be,2017-12-05 12:59:00,0,1970,L,Let,4,2016-12-08 01:28:00
Dave Mason,"Let It Go, Let It Flow",2017-12-05 13:03:00,0,1977,L,Let,4,2016-12-08 01:39:00
Eric Clapton,Let It Grow,2017-12-05 13:07:00,0,1974,L,Let,5,2016-12-08 01:42:00
Eric Clapton,Let It Rain,2017-12-05 13:12:00,0,1970,L,Let,5,2016-12-08 01:49:00
Bachman-Turner Overdrive,Let It Ride,2017-12-05 13:17:00,0,1973,L,Let,5,2016-12-08 01:55:00
Paul McCartney & Wings,Let Me Roll It,2017-12-05 13:30:00,0,1973,L,Let,6,2016-12-08 02:18:00
The Ramones,Let's Dance,2017-12-05 13:53:00,0,1976,L,Let's,3,2016-12-08 02:49:00
Marvin Gaye,Let's Get It On,2017-12-05 14:03:00,0,1973,L,Let's,5,2016-12-08 02:51:00
The Cars,Let's Go,2017-12-05 14:19:00,0,1979,L,Let's,4,2016-12-08 03:02:00
Pete Townshend,Let's See Action,2017-12-05 14:23:00,0,1972,L,Let's,8,2016-12-08 03:18:00
Al Green,Let's Stay Together,2017-12-05 14:34:00,0,1972,L,Let's,3,2016-12-08 03:28:00
Elton John,Levon,2017-12-05 14:50:00,0,1971,L,Levon,7,2016-12-08 03:38:00
Three Dog Night,Liar,2017-12-05 15:06:00,0,1970,L,Liar,4,2016-12-08 03:43:00
Boz Scaggs,Lido Shuffle,2017-12-05 15:10:00,0,1976,L,Lido,3,2016-12-08 03:49:00
XTC,Life Begins At The Hop,2017-12-05 15:16:00,0,1979,L,Life,5,2016-12-08 03:59:00
Talking Heads,Life During Wartime,2017-12-05 15:26:00,0,1979,L,Life,3,2016-12-08 04:09:00
The Band,Life Is A Carnival,2017-12-05 15:43:00,0,1971,L,Life,4,2016-12-08 04:17:00
10cc,Life Is A Minestrone,2017-12-05 15:47:00,0,1975,L,Life,4,2016-12-08 04:21:00
David Bowie,Life On Mars?,2017-12-05 15:56:00,0,1971,L,Life,4,2016-12-08 04:34:00
Joe Walsh,Life's Been Good,2017-12-05 16:06:00,0,1978,L,Life's,10,2016-12-08 04:40:00
Traffic,Light Up Or Leave Me Alone,2017-12-05 16:19:00,0,1971,L,Light,5,2016-12-08 05:07:00
Neil Young,Like A Hurricane,2017-12-05 16:34:00,0,1977,L,Like,10,2016-12-08 05:25:00
Bob Dylan,"Lily, Rosemary And The Jack Of Hearts",2017-12-05 16:44:00,0,1975,L,Lily,11,2016-12-08 05:58:00
Elvis Costello,Lip Service,2017-12-05 17:00:00,0,1978,L,Lip,2,2016-12-08 06:25:00
Tom Petty & The Heartbreakers,Listen To Her Heart,2017-12-05 17:06:00,0,1978,L,Listen,3,2016-12-08 06:40:00
Paul McCartney & Wings,Listen To What The Man Said,2017-12-05 17:19:00,0,1975,L,Listen,3,2016-12-08 06:43:00
Robin Trower,Little Bit Of Sympathy,2017-12-05 17:22:00,0,1974,L,Little,6,2016-12-08 07:04:00
Randy Newman,Little Criminals,2017-12-05 17:34:00,0,1977,L,Little,2,2016-12-08 07:22:00
Joni Mitchell,Little Green,2017-12-05 17:48:00,0,1971,L,Little,6,2016-12-08 07:29:00
Heart,Little Queen,2017-12-05 17:54:00,0,1977,L,Little,6,2016-12-08 07:55:00
Derek & The Dominos,Little Wing,2017-12-05 18:12:00,0,1970,L,Little,5,2016-12-08 08:24:00
Paul McCartney & Wings,Live And Let Die,2017-12-05 18:17:00,0,1973,L,Live,6,2016-12-08 08:37:00
Bob Marley & The Wailers,Lively Up Yourself,2017-12-05 18:31:00,0,1974,L,Lively,5,2016-12-08 08:53:00
Bob Marley & The Wailers,Lively Up Yourself,2017-12-05 18:31:00,0,1974,L,Lively,5,2016-12-08 08:59:00
Bob Marley & The Wailers,Lively Up Yourself,2017-12-05 18:36:00,1,1975,L,Lively,6,2016-12-08 08:53:00
Bob Marley & The Wailers,Lively Up Yourself,2017-12-05 18:36:00,1,1975,L,Lively,6,2016-12-08 08:59:00
The Doobie Brothers,Livin' On The Fault Line,2017-12-05 18:49:00,0,1977,L,Livin',7,2016-12-08 09:16:00
Electric Light Orchestra,Livin' Thing,2017-12-05 18:56:00,0,1976,L,Livin',4,2016-12-08 09:22:00
Stevie Wonder,Living For The City,2017-12-05 19:00:00,0,1973,L,Living,8,2016-12-08 09:25:00
George Harrison,Living In The Material World,2017-12-05 19:08:00,0,1973,L,Living,6,2016-12-08 09:32:00
Jethro Tull,Living In The Past,2017-12-05 19:14:00,0,1972,L,Living,4,2016-12-08 09:39:00
Graham Parker,Local Girls,2017-12-05 19:36:00,0,1979,L,Local,4,2016-12-08 10:01:00
The Kinks,Lola,2017-12-05 19:52:00,0,1970,L,Lola,4,2016-12-08 10:14:00
The Clash,London Calling,2017-12-05 20:04:00,0,1979,L,London,3,2016-12-08 10:18:00
Bee Gees,"Lonely Days, Lonely Nights",2017-12-05 20:15:00,0,1970,L,Lonely,5,2016-12-08 10:24:00
James Taylor,Long Ago And Far Away,2017-12-05 20:26:00,0,1971,L,Long,2,2016-12-08 10:47:00
Creedence Clearwater Revival,Long As I Can See The Light,2017-12-05 20:28:00,0,1970,L,Long,4,2016-12-08 10:50:00
Little Feat,Long Distance Love,2017-12-05 20:36:00,0,1975,L,Long,2,2016-12-08 10:58:00
Yes,Long Distance Runaround,2017-12-05 20:38:00,0,1971,L,Long,4,2016-12-08 11:01:00
The Who,Long Live Rock,2017-12-05 20:42:00,0,1979,L,Long,3,2016-12-08 11:10:00
The Stills-Young Band,Long May You Run,2017-12-05 20:45:00,0,1976,L,Long,4,2016-12-08 11:14:00
David Bowie,Look Back In Anger,2017-12-05 21:00:00,0,1979,L,Look,3,2016-12-08 11:49:00
Neil Young,Look Out For My Love,2017-12-05 21:03:00,0,1978,L,Look,5,2016-12-08 11:56:00
Joe Jackson,Look Sharp,2017-12-05 21:08:00,0,1979,L,Look,4,2016-12-08 12:00:00
Al Green,Look What You've Done For Me,2017-12-05 21:12:00,0,1972,L,Look,3,2016-12-08 12:07:00
The J. Geils Band,Looking For A Love,2017-12-05 21:24:00,0,1971,L,Looking,4,2016-12-08 12:18:00
Neil Young,Lookout Joe,2017-12-05 21:28:00,0,1975,L,Lookout,4,2016-12-08 12:33:00
Bob Weir,Looks Like Rain,2017-12-05 21:32:00,0,1972,L,Looks,7,2016-12-08 12:37:00
Linda Ronstadt,Lose Again,2017-12-05 21:50:00,0,1976,L,Lose,6,2016-12-08 12:43:00
Bruce Springsteen,Lost In The Flood,2017-12-05 22:04:00,0,1972,L,Lost,6,2016-12-08 13:06:00
The Clash,Lost In The Supermarket,2017-12-05 22:10:00,0,1979,L,Lost,4,2016-12-08 13:12:00
Neil Young,Lotta Love,2017-12-05 22:14:00,0,1978,L,Lotta,3,2016-12-08 13:29:00
Randy Newman,Louisiana 1927,2017-12-05 22:30:00,0,1974,L,Louisiana,3,2016-12-08 13:45:00
The Who,Love Ain't For Keeping,2017-12-05 22:47:00,0,1971,L,Love,2,2016-12-08 14:03:00
Al Green,Love And Happiness,2017-12-05 22:49:00,0,1972,L,Love,7,2016-12-08 14:12:00
Edison Lighthouse,Love Grows (Where My Rosemary Goes),2017-12-05 23:04:00,0,1970,L,Love,3,2016-12-08 14:29:00
Diana Ross,Love Hangover,2017-12-05 23:07:00,0,1976,L,Love,4,2016-12-08 14:33:00
Bonnie Raitt,Love Has No Pride,2017-12-05 23:14:00,0,1972,L,Love,4,2016-12-08 14:37:00
The Doors,Love Her Madly,2017-12-05 23:22:00,0,1971,L,Love,4,2016-12-08 14:41:00
Gram Parsons,Love Hurts,2017-12-05 23:26:00,0,1974,L,Love,4,2016-12-08 14:48:00
Utopia,Love In Action,2017-12-05 23:30:00,0,1977,L,Love,3,2016-12-08 14:56:00
Gary Wright,Love Is Alive,2017-12-05 23:40:00,0,1975,L,Love,3,2016-12-08 15:26:00
Sweet,Love Is Like Oxygen,2017-12-05 23:43:00,0,1978,L,Love,8,2016-12-08 15:42:00
Utopia,Love Is The Answer,2017-12-05 23:56:00,0,1977,L,Love,4,2016-12-08 15:55:00
Brighter Side Of Darkness,Love Jones,2017-12-06 00:04:00,0,1973,L,Love,4,2016-12-08 16:08:00
Bonnie Raitt,Love Me Like A Man,2017-12-06 00:10:00,0,1972,L,Love,3,2016-12-08 16:20:00
Boz Scaggs,Love Me Tomorrow,2017-12-06 00:13:00,0,1976,L,Love,3,2016-12-08 16:23:00
Todd Rundgren,Love Of The Common Man,2017-12-06 00:16:00,0,1976,L,Love,4,2016-12-08 16:48:00
The Who,Love Reign O'er Me,2017-12-06 00:20:00,0,1979,L,Love,6,2016-12-08 17:05:00
Ohio Players,Love Rollercoaster,2017-12-06 00:26:00,0,1975,L,Love,3,2016-12-08 17:14:00
Elton John,Love Song,2017-12-06 00:38:00,0,1971,L,Love,4,2016-12-08 17:31:00
Stephen Stills,Love The One You're With,2017-12-06 00:42:00,0,1970,L,Love,3,2016-12-08 17:46:00
Donna Summer,Love To Love You Baby,2017-12-06 00:48:00,0,1975,L,Love,5,2016-12-08 18:00:00
The O'Jays,Love Train,2017-12-06 00:53:00,0,1972,L,Love,2,2016-12-08 18:03:00
Pablo Cruise,Love Will Find A Way,2017-12-06 00:55:00,0,1978,L,Love,4,2016-12-08 18:16:00
Major Harris,Love Won't Let Me Wait,2017-12-06 01:03:00,0,1975,L,Love,5,2016-12-08 18:25:00
Stevie Wonder,Love's In Need of Love Today,2017-12-06 01:18:00,0,1976,L,Love's,7,2016-12-08 19:20:00
Love Unlimited Orchestra,Love's Theme,2017-12-06 01:25:00,0,1973,L,Love's,4,2016-12-08 19:31:00
Bill Withers,Lovely Day,2017-12-06 01:29:00,0,1977,L,Lovely,5,2016-12-08 18:36:00
The Clash,Lover's Rock,2017-12-06 01:39:00,0,1979,L,Lover's,4,2016-12-08 19:15:00
Paul Simon,Loves Me Like A Rock,2017-12-06 01:43:00,0,1973,L,Loves,4,2016-12-08 19:27:00
The Rolling Stones,Loving Cup,2017-12-06 01:50:00,0,1972,L,Loving,5,2016-12-08 19:42:00
The Kinks,Low Budget,2017-12-06 01:55:00,0,1979,L,Low,4,2016-12-08 19:51:00
War,Low Rider,2017-12-06 02:02:00,0,1975,L,Low,3,2016-12-08 19:57:00
Traffic,Low Spark Of High-heeled Boys,2017-12-06 02:05:00,0,1971,L,Low,12,2016-12-08 20:00:00
Boz Scaggs,Lowdown,2017-12-06 02:17:00,0,1976,L,Lowdown,5,2016-12-08 20:13:00
Emerson Lake & Palmer,Lucky Man,2017-12-06 02:26:00,0,1970,L,Lucky,4,2016-12-08 20:31:00
Blood Sweat & Tears,Lucretia Macevil,2017-12-06 02:40:00,0,1970,L,Lucretia,3,2016-12-08 20:36:00
Iggy Pop,Lust For Life,2017-12-06 02:59:00,0,1977,L,Lust,5,2016-12-08 20:49:00
Electric Light Orchestra,Ma-ma-ma Belle,2017-12-06 03:37:00,0,1973,M,Ma-ma-ma,3,2016-12-08 23:22:00
Genesis,Mad Man Moon,2017-12-06 04:01:00,0,1976,M,Mad,14,2016-12-08 20:58:00
Elton John,Madman Across The Water,2017-12-06 04:15:00,0,1971,M,Madman,5,2016-12-08 21:20:00
Rod Stewart,Maggie May,2017-12-06 04:20:00,0,1971,M,Maggie,7,2016-12-08 21:26:00
Heart,Magic Man,2017-12-06 04:27:00,0,1976,M,Magic,5,2016-12-08 21:49:00
Walter Egan,Magnet And Steel,2017-12-06 04:40:00,0,1978,M,Magnet,3,2016-12-08 22:01:00
Eric Clapton,Mainline Florida,2017-12-06 05:00:00,0,1974,M,Mainline,4,2016-12-08 22:12:00
James Brown,Make It Funky,2017-12-06 05:09:00,0,1970,M,Make,7,2016-12-08 22:18:00
Bread,Make It With You,2017-12-06 05:23:00,0,1970,M,Make,3,2016-12-08 22:27:00
XTC,Making Plans For Nigel,2017-12-06 05:41:00,0,1979,M,Making,4,2016-12-08 22:52:00
The Heptones,Mama Say,2017-12-06 05:45:00,0,1976,M,Mama,3,2016-12-08 23:07:00
Randy Newman,Mama Told Me Not To Come,2017-12-06 05:51:00,0,1970,M,Mama,3,2016-12-08 23:10:00
Grateful Dead,Mama Tried,2017-12-06 05:54:00,0,0,M,Mama,3,2016-12-08 23:13:00
T Rex,Mambo Sun,2017-12-06 06:01:00,0,1971,M,Mambo,4,2016-12-08 23:33:00
Bob Dylan,Man Gave Names To All The Animals,2017-12-06 06:12:00,0,1979,M,Man,4,2016-12-08 23:36:00
Robert Palmer,"Man Smart, Woman Smarter",2017-12-06 06:26:00,0,1976,M,Man,3,2016-12-08 23:50:00
Paul McCartney,Man We Was Lonely,2017-12-06 06:29:00,0,1970,M,Man,3,2016-12-08 23:53:00
Rod Stewart,Mandolin Wind,2017-12-06 06:32:00,0,1971,M,Mandolin,7,2016-12-09 00:00:00
Muddy Waters,Mannish Boy,2017-12-06 06:45:00,0,1977,M,Mannish,9,2016-12-09 00:13:00
Jimmy Cliff,Many Rivers To Cross,2017-12-06 07:06:00,0,0,M,Many,6,2016-12-09 00:20:00
Jimmy Buffett,Margaritaville,2017-12-06 07:22:00,0,1977,M,Margaritaville,4,2016-12-09 00:24:00
Television,Marquee Moon,2017-12-06 07:29:00,0,1977,M,Marquee,14,2016-12-09 00:35:00
Bruce Springsteen,Mary Queen Of Arkansas,2017-12-06 07:55:00,0,1972,M,Mary,5,2016-12-09 01:00:00
Eric Clapton,May You Never,2017-12-06 08:15:00,0,1977,M,May,3,2016-12-09 01:32:00
John Martyn,May You Never,2017-12-06 08:18:00,0,1973,M,May,7,2016-12-09 01:35:00
Paul McCartney,Maybe I'm Amazed,2017-12-06 08:25:00,0,1970,M,Maybe,4,2016-12-09 01:41:00
Leon Russell,Me & Baby Jane,2017-12-06 08:29:00,0,1972,M,Me,4,2016-12-09 01:56:00
War,Me And Baby Brother,2017-12-06 08:33:00,0,1973,M,Me,7,2016-12-09 02:00:00
Janis Joplin,Me And Bobby McGee,2017-12-06 08:40:00,0,1971,M,Me,4,2016-12-09 02:03:00
Paul Simon,Me And Julio Down By The Schoolyard,2017-12-06 08:48:00,0,1972,M,Me,6,2016-12-09 02:07:00
Joe Walsh,Meadows,2017-12-06 09:01:00,0,1973,M,Meadows,4,2016-12-09 02:26:00
Bruce Springsteen,Meeting Across The River,2017-12-06 09:27:00,0,1975,M,Meeting,3,2016-12-09 02:32:00
The Allman Brothers,Melissa,2017-12-06 09:37:00,0,1972,M,Melissa,5,2016-12-09 02:35:00
Neil Young,Mellow My Mind,2017-12-06 09:42:00,0,1975,M,Mellow,3,2016-12-09 02:39:00
The Rolling Stones,Melody,2017-12-06 09:50:00,0,1976,M,Melody,6,2016-12-09 02:45:00
Mick Jagger,Memo From Turner,2017-12-06 09:56:00,0,1970,M,Memo,4,2016-12-09 03:00:00
The Rolling Stones,Memory Motel,2017-12-06 10:06:00,0,1976,M,Memory,7,2016-12-09 03:04:00
Steve Miller Band,Mercury Blues,2017-12-06 10:33:00,0,1976,M,Mercury,4,2016-12-09 03:32:00
Marvin Gaye,Mercy Mercy Me (The Ecology),2017-12-06 10:40:00,0,1971,M,Mercy,4,2016-12-09 03:39:00
Dr. John,Mess Around,2017-12-06 10:44:00,0,1972,M,Mess,4,2016-12-09 03:54:00
Professor Longhair,Mess Around,2017-12-06 10:48:00,0,1974,M,Mess,2,2016-12-09 03:57:00
The Police,Message In A Bottle,2017-12-06 10:50:00,0,1979,M,Message,5,2016-12-09 04:00:00
T Rex,Metal Guru,2017-12-06 11:10:00,0,1972,M,Metal,2,2016-12-09 04:15:00
Bob Weir,Mexicali Blues,2017-12-06 11:12:00,0,1972,M,Mexicali,4,2016-12-09 04:22:00
Billy Joel,Miami 2017,2017-12-06 11:28:00,0,1976,M,Miami,5,2016-12-09 04:29:00
Steely Dan,Midnight Cruiser,2017-12-06 11:41:00,0,1972,M,Midnight,3,2016-12-09 04:56:00
The Stills-Young Band,Midnight On The Bay,2017-12-06 11:53:00,0,1976,M,Midnight,5,2016-12-09 05:00:00
The Rolling Stones,Midnight Rambler,2017-12-06 11:58:00,0,1970,M,Midnight,9,2016-12-09 05:04:00
Gregg Allman,Midnight Rider,2017-12-06 12:07:00,0,1973,M,Midnight,5,2016-12-09 05:11:00
The Allman Brothers,Midnight Rider,2017-12-06 12:12:00,0,1970,M,Midnight,4,2016-12-09 05:15:00
Gladys Knight & the Pips,Midnight Train To Georgia,2017-12-06 12:16:00,0,0,M,Midnight,5,2016-12-09 05:23:00
Jerry Garcia,Might As Well,2017-12-06 12:21:00,0,1976,M,Might,5,2016-12-09 05:32:00
The Spinners,Mighty Love,2017-12-06 12:26:00,0,1978,M,Mighty,9,2016-12-09 05:37:00
John Lennon,Mind Games,2017-12-06 12:57:00,0,1973,M,Mind,4,2016-12-09 05:50:00
Santana,Mirage,2017-12-06 13:14:00,0,1974,M,Mirage,4,2016-12-09 05:58:00
Faces,Miss Judy's Farm,2017-12-06 13:31:00,0,1971,M,Miss,5,2016-12-09 06:10:00
The Rolling Stones,Miss You,2017-12-06 13:36:00,0,1978,M,Miss,5,2016-12-09 06:26:00
Grateful Dead,Mississippi Half-step Uptown Toodleloo,2017-12-06 13:41:00,0,1973,M,Mississippi,5,2016-12-09 06:55:00
Mountain,Mississippi Queen,2017-12-06 13:46:00,0,1970,M,Mississippi,5,2016-12-09 07:01:00
Led Zeppelin,Misty Mountain Hop,2017-12-06 14:00:00,0,1971,M,Misty,5,2016-12-09 07:07:00
Warren Zevon,Mohammed's Radio,2017-12-06 14:21:00,0,1976,M,Mohammed's,4,2016-12-09 07:53:00
Elton John,Mona Lisas And Mad Hatters,2017-12-06 14:34:00,0,1972,M,Mona,5,2016-12-09 07:56:00
Fleetwood Mac,Monday Morning,2017-12-06 14:39:00,0,1975,M,Monday,3,2016-12-09 08:05:00
Pink Floyd,Money,2017-12-06 14:42:00,0,1973,M,Money,7,2016-12-09 08:13:00
The Flying Lizards,Money (That's What I Want),2017-12-06 14:49:00,0,1979,M,Money,2,2016-12-09 08:26:00
Dennis Brown,Money In My Pocket,2017-12-06 14:51:00,0,1979,M,Money,4,2016-12-09 08:29:00
Frank Zappa,Montana,2017-12-06 15:04:00,0,1973,M,Montana,7,2016-12-09 08:55:00
David Bowie,Moonage Daydream,2017-12-06 15:49:00,0,0,M,Moonage,5,2016-12-09 09:05:00
Van Morrison,Moondance,2017-12-06 15:54:00,0,1970,M,Moondance,4,2016-12-09 09:10:00
The Rolling Stones,Moonlight Mile,2017-12-06 15:58:00,0,1971,M,Moonlight,7,2016-12-09 09:20:00
Cat Stevens,Morning Has Broken,2017-12-06 16:27:00,0,1971,M,Morning,6,2016-12-09 09:58:00
Joni Mitchell,Morning Morgantown,2017-12-06 16:33:00,0,1970,M,Morning,3,2016-12-09 09:55:00
John Lennon,Mother,2017-12-06 16:49:00,0,1970,M,Mother,7,2016-12-09 10:10:00
Paul Simon,Mother And Child Reunion,2017-12-06 16:56:00,0,1972,M,Mother,3,2016-12-09 10:15:00
Eric Clapton,Motherless Children,2017-12-06 17:09:00,0,1974,M,Motherless,5,2016-12-09 10:27:00
Curtis Mayfield,Move On Up,2017-12-06 18:00:00,0,1970,M,Move,10,2016-12-09 10:46:00
Janis Joplin,Move Over,2017-12-06 18:10:00,0,1971,M,Move,4,2016-12-09 10:56:00
The Cars,Moving In Stereo,2017-12-06 18:32:00,0,1978,M,Moving,5,2016-12-09 11:11:00
Bob Dylan,Mozambique,2017-12-06 18:37:00,0,1976,M,Mozambique,3,2016-12-09 11:15:00
Jean Knight,Mr. Big Stuff,2017-12-06 18:40:00,0,1971,M,Mr,2,2016-12-09 11:18:00
David Bromberg,Mr. Bojangles,2017-12-06 18:49:00,0,1972,M,Mr,7,2016-12-09 11:21:00
James Taylor,Mud Slide Slim,2017-12-06 19:19:00,0,1971,M,Mud,6,2016-12-09 12:53:00
Pete Townshend & Ronnie Lane,My Baby Gives It Away,2017-12-06 19:54:00,0,1977,M,My,3,2016-12-09 13:33:00
Elton John,My Father's Gun,2017-12-06 20:14:00,0,1971,M,My,6,2016-12-09 14:17:00
Frank Zappa,My Guitar Wants To Kill Your Mama,2017-12-06 20:20:00,0,0,M,My,5,2016-12-09 14:56:00
Paul Simon,My Little Town,2017-12-06 20:25:00,0,1975,M,My,4,2016-12-09 15:11:00
Paul McCartney & Wings,My Love,2017-12-06 20:29:00,0,1973,M,My,5,2016-12-09 15:15:00
Joni Mitchell,My Old Man,2017-12-06 20:45:00,0,1971,M,My,3,2016-12-09 15:36:00
Steely Dan,My Old School,2017-12-06 20:48:00,0,1973,M,My,7,2016-12-09 15:39:00
The Knack,My Sharona,2017-12-06 21:10:00,0,1979,M,My,5,2016-12-09 15:55:00
George Harrison,My Sweet Lord,2017-12-06 21:15:00,0,1970,M,My,4,2016-12-09 16:07:00
The Who,My Wife,2017-12-06 21:27:00,0,1971,M,My,5,2016-12-09 16:28:00
Elvis Costello,Mystery Dance,2017-12-06 21:39:00,0,1977,M,Mystery,1,2016-12-09 16:45:00
Mountain,Nantucket Sleighride (To Owen Coffin),2017-12-06 21:50:00,0,1971,N,Nantucket,7,2016-12-09 17:00:00
Bloodstone,Natural High,2017-12-06 21:57:00,0,1972,N,Natural,4,2016-12-09 17:15:00
Spirit,Nature's Way,2017-12-06 22:07:00,0,1970,N,Nature's,5,2016-12-09 17:25:00
Delaney & Bonnie & Friends,Never Ending Song Of Love,2017-12-06 22:56:00,0,1971,N,Never,3,2016-12-09 17:46:00
Fleetwood Mac,Never Going Back Again,2017-12-06 22:59:00,0,1977,N,Never,2,2016-12-09 17:57:00
Mountain,Never In My Life,2017-12-06 23:01:00,0,1970,N,Never,4,2016-12-09 18:17:00
Tom Waits,New Coat of Paint,2017-12-06 23:22:00,0,1974,N,New,3,2016-12-09 18:53:00
Jean-Luc Ponty,New Country,2017-12-06 23:25:00,0,1976,N,New,5,2016-12-09 18:56:00
Little Feat,New Delhi Freight Train,2017-12-06 23:30:00,0,1977,N,New,3,2016-12-09 18:59:00
The Eagles,New Kid In Town,2017-12-06 23:40:00,0,1976,N,New,5,2016-12-09 19:11:00
Neil Young,New Mama,2017-12-06 23:45:00,0,1975,N,New,2,2016-12-09 19:16:00
Grateful Dead,New Speedway Boogie,2017-12-06 23:53:00,0,1970,N,New,4,2016-12-09 19:36:00
Bruce Springsteen,New York City Serenade,2017-12-07 00:05:00,0,1973,N,New,10,2016-12-09 19:50:00
Billy Joel,New York State Of Mind,2017-12-07 00:15:00,0,1976,N,New,6,2016-12-09 20:04:00
Eric Clapton,Next Time You See Her,2017-12-07 00:26:00,0,1977,N,Next,4,2016-12-09 20:14:00
The Police,Next To You,2017-12-07 00:30:00,0,1978,N,Next,3,2016-12-09 20:22:00
Ambrosia,"Nice, Nice, Very Nice",2017-12-07 00:39:00,0,1975,N,Nice,5,2016-12-09 20:27:00
Bruce Springsteen,Night,2017-12-07 00:44:00,0,1975,N,Night,3,2016-12-09 20:36:00
Bee Gees,Night Fever,2017-12-07 00:51:00,0,1977,N,Night,4,2016-12-09 20:45:00
Led Zeppelin,Night Flight,2017-12-07 00:55:00,0,1975,N,Night,4,2016-12-09 20:48:00
Allen Toussaint,Night People,2017-12-07 01:08:00,0,1975,N,Night,4,2016-12-09 21:00:00
Robert Palmer,Night People,2017-12-07 01:12:00,0,1978,N,Night,4,2016-12-09 21:04:00
Iggy Pop,Nightclubbing,2017-12-07 01:16:00,0,1977,N,Nightclubbing,4,2016-12-09 21:49:00
Bee Gees,Nights On Broadway,2017-12-07 01:28:00,0,1975,N,Nights,5,2016-12-09 21:40:00
Warren Zevon,Nighttime In The Switching Yard,2017-12-07 01:33:00,0,1978,N,Nighttime,4,2016-12-09 21:59:00
Paul McCartney & Wings,Nineteen Hundred And Eighty Five,2017-12-07 02:01:00,0,1973,N,Nineteen,5,2016-12-09 22:07:00
Badfinger,No Matter What,2017-12-07 02:15:00,0,1970,N,No,3,2016-12-09 22:47:00
Santana,No One To Depend On,2017-12-07 02:30:00,0,0,N,No,6,2016-12-09 23:11:00
Led Zeppelin,No Quarter,2017-12-07 02:36:00,0,1973,N,No,7,2016-12-09 23:22:00
Bob Marley & The Wailers,No Woman No Cry,2017-12-07 03:08:00,0,1974,N,No,4,2016-12-09 23:55:00
Loggins & Messina,Nobody But You,2017-12-07 03:16:00,0,1972,N,Nobody,3,2016-12-10 00:06:00
Carly Simon,Nobody Does It Better,2017-12-07 03:19:00,0,0,N,Nobody,4,2016-12-10 00:10:00
Led Zeppelin,Nobody's Fault But Mine,2017-12-07 03:35:00,0,1976,N,Nobody's,6,2016-12-10 00:14:00
Grateful Dead,Not Fade Away (live),2017-12-07 04:00:00,0,0,N,Not,5,2016-12-10 00:33:00
Fleetwood Mac,Not That Funny,2017-12-07 04:09:00,0,1979,N,Not,3,2016-12-10 00:38:00
Third World,Now That We've Found Love,2017-12-07 04:28:00,0,1978,N,Now,5,2016-12-10 01:18:00
The Five Stairsteps,O-O-H Child,2017-12-07 04:49:00,0,1970,O,O-O-H,4,2016-12-10 08:26:00
Michael Jackson,Off The Wall,2017-12-07 05:00:00,0,1979,O,Off,4,2016-12-10 02:09:00
Little Feat,Oh Atlanta,2017-12-07 05:04:00,0,1979,O,Oh,3,2016-12-10 02:19:00
The Chi-Lites,Oh Girl,2017-12-07 05:16:00,0,1972,O,Oh,3,2016-12-10 02:25:00
John Lennon,Oh My Love,2017-12-07 05:22:00,0,1971,O,Oh,3,2016-12-10 02:33:00
Ringo Starr,Oh My My,2017-12-07 05:25:00,0,1973,O,Oh,4,2016-12-10 02:37:00
Rod Stewart,Oh! No Not My Baby,2017-12-07 06:05:00,0,1972,O,Oh,6,2016-12-10 02:59:00
David Bowie,Oh! You Pretty Things,2017-12-07 06:11:00,0,1971,O,Oh,3,2016-12-10 03:03:00
Crosby Stills Nash & Young,Ohio,2017-12-07 06:14:00,0,1971,O,Ohio,6,2016-12-10 03:10:00
Tom Waits,Ol '55,2017-12-07 06:30:00,0,1973,O,Ol,4,2016-12-10 03:15:00
Neil Young,Old Man,2017-12-07 07:05:00,0,1972,O,Old,6,2016-12-10 03:29:00
Bob Dylan,On A Night Like This,2017-12-07 07:27:00,0,1974,O,On,3,2016-12-10 03:39:00
The Selecter,On My Radio,2017-12-07 07:40:00,0,1979,O,On,3,2016-12-10 04:04:00
Peter Gabriel,On The Air,2017-12-07 07:45:00,0,1977,O,On,9,2016-12-10 03:59:00
Neil Young,On The Beach,2017-12-07 07:54:00,0,1974,O,On,7,2016-12-10 04:07:00
The Eagles,On The Border,2017-12-07 08:01:00,0,1974,O,On,5,2016-12-10 04:15:00
Cheap Trick,On The Radio,2017-12-07 08:13:00,0,1978,O,On,5,2016-12-10 04:19:00
Cheap Trick,On Top Of The World,2017-12-07 08:29:00,0,1978,O,On,4,2016-12-10 04:32:00
